CALENDAR_DATE,YEAR,HOLIDAY,IS_WEEKEND,IS_SCHOOLBREAK,AVERAGE_TEMPERATURE,IS_OUTDOOR
05-09-2015,2015,NULL,1,0,62.6,1
05-10-2015,2015,NULL,1,0,59,1
05-11-2015,2015,NULL,0,0,51.8,1
05-12-2015,2015,NULL,0,0,71.6,1
5/13/15,2015,NULL,0,0,73.4,1
5/14/15,2015,NULL,0,0,62.6,1
5/15/15,2015,NULL,0,0,71.6,1
5/16/15,2015,NULL,1,0,69.8,1
5/17/15,2015,NULL,1,0,71.6,1
5/18/15,2015,NULL,0,0,75.2,1
5/19/15,2015,NULL,0,0,75.2,1
5/20/15,2015,NULL,0,0,75.2,1
5/21/15,2015,NULL,0,0,77,1
5/22/15,2015,NULL,0,0,82.4,1
5/23/15,2015,NULL,1,0,78.8,1
5/24/15,2015,NULL,1,0,71.6,1
5/25/15,2015,NULL,0,0,73.4,1
5/26/15,2015,NULL,0,0,80.6,1
5/27/15,2015,NULL,0,0,78.8,1
5/28/15,2015,NULL,0,0,84.2,1
5/29/15,2015,NULL,0,0,86,1
5/30/15,2015,NULL,1,0,84.2,1
5/31/15,2015,Dragon Boat Festivel,1,0,84.2,1
06-01-2015,2015,Dragon Boat Festivel,0,0,75.2,1
06-02-2015,2015,Dragon Boat Festivel,0,0,71.6,1
06-03-2015,2015,NULL,0,0,78.8,1
06-04-2015,2015,NULL,0,0,78.8,1
06-05-2015,2015,NULL,0,0,82.4,1
06-06-2015,2015,NULL,1,0,71.6,1
06-07-2015,2015,NULL,1,1,75.2,1
06-08-2015,2015,NULL,0,1,73.4,1
06-09-2015,2015,NULL,0,0,75.2,1
06-10-2015,2015,NULL,0,0,73.4,1
06-11-2015,2015,NULL,0,0,73.4,1
06-12-2015,2015,NULL,0,0,80.6,1
6/13/15,2015,NULL,1,0,78.8,1
6/14/15,2015,NULL,1,0,80.6,1
6/15/15,2015,NULL,0,0,82.4,1
6/16/15,2015,NULL,0,0,77,1
6/17/15,2015,NULL,0,0,75.2,1
6/18/15,2015,NULL,0,0,77,1
6/19/15,2015,NULL,0,0,73.4,1
6/20/15,2015,NULL,1,0,73.4,1
6/21/15,2015,NULL,1,0,73.4,1
6/22/15,2015,NULL,0,0,73.4,1
6/23/15,2015,NULL,0,0,78.8,1
6/24/15,2015,NULL,0,0,80.6,1
6/25/15,2015,NULL,0,0,75.2,1
6/26/15,2015,NULL,0,0,80.6,1
6/27/15,2015,NULL,1,0,82.4,1
6/28/15,2015,NULL,1,0,84.2,1
6/29/15,2015,NULL,0,0,84.2,1
6/30/15,2015,NULL,0,1,82.4,1
07-01-2015,2015,NULL,0,1,78.8,1
07-02-2015,2015,NULL,0,1,75.2,1
07-03-2015,2015,NULL,0,1,78.8,1
07-04-2015,2015,NULL,1,1,80.6,1
07-05-2015,2015,NULL,1,1,80.6,1
07-06-2015,2015,NULL,0,1,80.6,1
07-07-2015,2015,NULL,0,1,82.4,1
07-08-2015,2015,NULL,0,1,82.4,1
07-09-2015,2015,NULL,0,1,80.6,1
07-10-2015,2015,NULL,0,1,86,1
07-11-2015,2015,NULL,1,1,84.2,1
07-12-2015,2015,NULL,1,1,82.4,1
7/13/15,2015,NULL,0,1,84.2,1
7/14/15,2015,NULL,0,1,84.2,1
7/15/15,2015,NULL,0,1,84.2,1
7/16/15,2015,NULL,0,1,80.6,1
7/17/15,2015,NULL,0,1,80.6,1
7/18/15,2015,NULL,1,1,86,1
7/19/15,2015,NULL,1,1,87.8,1
7/20/15,2015,NULL,0,1,87.8,1
7/21/15,2015,NULL,0,1,84.2,1
7/22/15,2015,NULL,0,1,80.6,1
7/23/15,2015,NULL,0,1,82.4,1
7/24/15,2015,NULL,0,1,80.6,1
7/25/15,2015,NULL,1,1,82.4,1
7/26/15,2015,NULL,1,1,86,1
7/27/15,2015,NULL,0,1,84.2,1
7/28/15,2015,NULL,0,1,84.2,1
7/29/15,2015,NULL,0,1,80.6,1
7/30/15,2015,NULL,0,1,78.8,1
7/31/15,2015,NULL,0,1,82.4,1
08-01-2015,2015,NULL,1,1,82.4,1
08-02-2015,2015,NULL,1,1,84.2,1
08-03-2015,2015,NULL,0,1,84.2,1
08-04-2015,2015,NULL,0,1,77,1
08-05-2015,2015,NULL,0,1,78.8,1
08-06-2015,2015,NULL,0,1,80.6,1
08-07-2015,2015,NULL,0,1,78.8,1
08-08-2015,2015,NULL,1,1,78.8,1
08-09-2015,2015,NULL,1,1,78.8,1
08-10-2015,2015,NULL,0,1,80.6,1
08-11-2015,2015,NULL,0,1,80.6,1
08-12-2015,2015,NULL,0,1,77,1
8/13/15,2015,NULL,0,1,69.8,1
8/14/15,2015,NULL,0,1,77,1
8/15/15,2015,NULL,1,1,78.8,1
8/16/15,2015,NULL,1,1,80.6,1
8/17/15,2015,NULL,0,1,77,1
8/18/15,2015,NULL,0,1,77,1
8/19/15,2015,NULL,0,1,80.6,1
8/20/15,2015,NULL,0,1,82.4,1
8/21/15,2015,NULL,0,1,80.6,1
8/22/15,2015,NULL,1,1,78.8,1
8/23/15,2015,NULL,1,1,78.8,1
8/24/15,2015,NULL,0,1,77,1
8/25/15,2015,NULL,0,1,77,1
8/26/15,2015,NULL,0,1,78.8,1
8/27/15,2015,NULL,0,1,80.6,1
8/28/15,2015,NULL,0,1,73.4,1
8/29/15,2015,NULL,1,1,73.4,1
8/30/15,2015,NULL,1,1,73.4,1
8/31/15,2015,NULL,0,1,73.4,1
09-01-2015,2015,NULL,0,0,71.6,1
09-02-2015,2015,NULL,0,0,68,1
09-03-2015,2015,WWII Celebration,0,0,73.4,1
09-04-2015,2015,WWII Celebration,0,0,77,1
09-05-2015,2015,WWII Celebration,1,0,75.2,1
09-06-2015,2015,NULL,1,0,75.2,1
09-07-2015,2015,NULL,0,0,77,1
09-08-2015,2015,NULL,0,0,73.4,1
09-09-2015,2015,NULL,0,0,71.6,1
09-10-2015,2015,NULL,0,0,73.4,1
